timeStep pedestrianId countingDensity
1 1 3.2538343921009716
1 2 2.4050080289441964
1 3 2.2635369684180673
1 4 2.6879501499964547
1 5 3.3953054526271007
1 6 3.2538343921009716
1 7 2.970892271048713
1 8 1.6976527263135504
1 9 2.4050080289441964
1 10 3.1123633315748425
1 11 3.53677651315323
1 12 3.678247573679359
1 13 3.3953054526271007
1 14 3.678247573679359
1 15 2.8294212105225838
1 16 3.2538343921009716
1 17 3.678247573679359
1 18 2.5464790894703255
1 19 2.8294212105225838
1 20 3.53677651315323
1 21 2.970892271048713
1 22 2.6879501499964547
1 23 2.2635369684180673
1 24 3.3953054526271007
1 25 3.2538343921009716
1 26 2.8294212105225838
1 27 1.4147106052612919
1 28 2.5464790894703255
1 29 2.2635369684180673
1 30 2.970892271048713
1 31 3.678247573679359
1 32 3.2538343921009716
1 33 2.4050080289441964
1 34 1.5561816657874212
1 35 2.8294212105225838
1 36 2.8294212105225838
1 37 2.4050080289441964
1 38 2.970892271048713
1 39 2.6879501499964547
1 40 3.3953054526271007
1 41 3.2538343921009716
1 42 1.6976527263135504
1 43 3.2538343921009716
1 44 2.8294212105225838
1 45 1.8391237868396795
1 46 2.2635369684180673
1 47 2.8294212105225838
1 48 3.2538343921009716
1 49 3.678247573679359
1 50 1.9805948473658086
1 51 2.4050080289441964
1 52 2.5464790894703255
1 53 1.8391237868396795
1 54 2.2635369684180673
1 55 1.8391237868396795
1 56 2.2635369684180673
1 57 2.970892271048713
1 58 3.2538343921009716
1 59 1.9805948473658086
1 60 1.9805948473658086
1 61 2.4050080289441964
1 62 3.2538343921009716
1 63 2.970892271048713
1 64 2.970892271048713
1 65 3.2538343921009716
1 66 2.4050080289441964
1 67 2.1220659078919377
1 68 3.1123633315748425
1 69 3.1123633315748425
1 70 3.2538343921009716
1 71 3.53677651315323
1 72 1.9805948473658086
1 73 2.8294212105225838
1 74 2.6879501499964547
1 75 2.4050080289441964
1 76 1.9805948473658086
1 77 3.1123633315748425
1 78 2.5464790894703255
1 79 2.970892271048713
1 80 1.5561816657874212
1 81 2.4050080289441964
1 82 3.3953054526271007
1 83 2.8294212105225838
1 84 3.3953054526271007
1 85 2.4050080289441964
1 86 2.6879501499964547
1 87 3.3953054526271007
1 88 2.6879501499964547
1 89 2.8294212105225838
1 90 2.970892271048713
1 91 3.1123633315748425
1 92 1.5561816657874212
1 93 2.970892271048713
1 94 3.2538343921009716
1 95 2.970892271048713
1 96 3.53677651315323
1 97 3.1123633315748425
1 98 2.1220659078919377
1 99 3.53677651315323
1 100 2.1220659078919377
1 101 1.8391237868396795
1 102 2.1220659078919377
1 103 3.1123633315748425
1 104 2.970892271048713
1 105 2.5464790894703255
1 106 2.1220659078919377
1 107 3.1123633315748425
1 108 2.2635369684180673
1 109 3.3953054526271007
1 110 1.5561816657874212
1 111 3.819718634205488
1 112 1.8391237868396795
1 113 2.970892271048713
1 114 3.2538343921009716
1 115 3.3953054526271007
1 116 1.5561816657874212
1 117 2.970892271048713
1 118 2.8294212105225838
1 119 1.2732395447351628
1 120 1.8391237868396795
1 121 0.9902974236829043
1 122 2.6879501499964547
1 123 3.53677651315323
1 124 3.1123633315748425
1 125 2.5464790894703255
1 126 3.1123633315748425
1 127 3.2538343921009716
1 128 3.2538343921009716
1 129 2.1220659078919377
1 130 1.5561816657874212
1 131 2.4050080289441964
1 132 3.3953054526271007
1 133 2.6879501499964547
1 134 3.53677651315323
1 135 3.3953054526271007
1 136 2.1220659078919377
1 137 2.1220659078919377
1 138 3.3953054526271007
1 139 2.8294212105225838
1 140 3.3953054526271007
1 141 1.4147106052612919
1 142 3.2538343921009716
1 143 3.819718634205488
1 144 3.53677651315323
1 145 2.6879501499964547
1 146 1.6976527263135504
1 147 2.5464790894703255
1 148 3.2538343921009716
1 149 2.970892271048713
1 150 2.6879501499964547
1 151 1.8391237868396795
1 152 2.970892271048713
1 153 2.970892271048713
1 154 2.4050080289441964
1 155 1.4147106052612919
1 156 1.8391237868396795
1 157 2.4050080289441964
1 158 3.3953054526271007
2 1 2.8294212105225838
2 2 1.5561816657874212
2 3 1.6976527263135504
2 4 2.5464790894703255
2 5 2.970892271048713
2 6 2.5464790894703255
2 7 2.8294212105225838
2 8 1.9805948473658086
2 9 2.2635369684180673
2 10 2.6879501499964547
2 11 2.4050080289441964
2 12 2.8294212105225838
2 13 2.6879501499964547
2 14 2.970892271048713
2 15 2.4050080289441964
2 16 3.3953054526271007
2 17 2.5464790894703255
2 18 1.6976527263135504
2 19 2.5464790894703255
2 20 2.6879501499964547
2 21 2.8294212105225838
2 22 1.9805948473658086
2 23 1.4147106052612919
2 24 3.1123633315748425
2 25 2.8294212105225838
2 26 2.1220659078919377
2 27 1.1317684842090336
2 28 1.6976527263135504
2 29 1.5561816657874212
2 30 2.2635369684180673
2 31 2.8294212105225838
2 32 2.5464790894703255
2 33 1.4147106052612919
2 34 1.4147106052612919
2 35 2.5464790894703255
2 36 2.6879501499964547
2 37 1.6976527263135504
2 38 2.970892271048713
2 39 2.1220659078919377
2 40 3.1123633315748425
2 41 3.2538343921009716
2 42 1.8391237868396795
2 43 2.970892271048713
2 44 2.8294212105225838
2 45 1.5561816657874212
2 46 1.8391237868396795
2 47 2.4050080289441964
2 48 2.6879501499964547
2 49 2.970892271048713
2 50 1.2732395447351628
2 51 1.6976527263135504
2 52 1.9805948473658086
2 53 1.8391237868396795
2 54 1.4147106052612919
2 55 1.2732395447351628
2 56 1.8391237868396795
2 57 2.4050080289441964
2 58 2.8294212105225838
2 59 1.8391237868396795
2 60 1.5561816657874212
2 61 1.9805948473658086
2 62 2.8294212105225838
2 63 2.1220659078919377
2 64 2.6879501499964547
2 65 2.6879501499964547
2 66 1.8391237868396795
2 67 1.4147106052612919
2 68 2.6879501499964547
2 69 2.4050080289441964
2 70 2.6879501499964547
2 71 2.8294212105225838
2 72 2.1220659078919377
2 73 1.8391237868396795
2 74 2.2635369684180673
2 75 1.8391237868396795
2 76 2.2635369684180673
2 77 2.970892271048713
2 78 2.8294212105225838
2 79 2.5464790894703255
2 80 1.4147106052612919
2 81 1.4147106052612919
2 82 2.6879501499964547
2 83 2.8294212105225838
2 84 2.8294212105225838
2 85 1.8391237868396795
2 86 2.5464790894703255
2 87 2.5464790894703255
2 88 2.6879501499964547
2 89 2.6879501499964547
2 90 2.6879501499964547
2 91 2.8294212105225838
2 92 1.1317684842090336
2 93 2.6879501499964547
2 94 2.6879501499964547
2 95 2.6879501499964547
2 96 2.5464790894703255
2 97 2.8294212105225838
2 98 1.2732395447351628
2 99 3.1123633315748425
2 100 1.5561816657874212
2 101 1.6976527263135504
2 102 1.6976527263135504
2 103 2.4050080289441964
2 104 2.2635369684180673
2 105 2.5464790894703255
2 106 1.4147106052612919
2 107 2.4050080289441964
2 108 1.6976527263135504
2 109 2.4050080289441964
2 110 1.1317684842090336
2 111 3.1123633315748425
2 112 2.1220659078919377
2 113 2.2635369684180673
2 114 2.8294212105225838
2 115 2.2635369684180673
2 116 1.2732395447351628
2 117 2.8294212105225838
2 118 2.8294212105225838
2 119 0.8488263631567752
2 120 2.1220659078919377
