timeStep pedestrianId overlapPedestrianId distance overlaps
14 51 57 0.3808214017351462 0.009178598264853788
18 43 52 0.38908526943033195 9.147305696680652E-4
29 17 35 0.3788170467780719 0.011182953221928138
29 30 60 0.3831028343151636 0.006897165684836393
30 30 35 0.38427040716722394 0.005729592832776076
32 17 60 0.38353275423949035 0.006467245760509666
33 16 60 0.38380641941833193 0.006193580581668079
34 6 16 0.38764808711578386 0.0023519128842161563
35 6 25 0.3888641228337635 0.001135877166236532
36 6 54 0.38695593077915363 0.0030440692208463793
38 6 36 0.38663524095735313 0.003364759042646881
76 13 28 0.3844956228576309 0.005504377142369121
81 21 53 0.38711571950416457 0.002884280495835445
