timeStep pedestrianId overlapPedestrianId distance overlaps
2 5 96 0.38370832678461686 0.006291673215383153
2 6 110 0.3842458582620345 0.005754141737965512
2 23 43 0.38028116036042736 0.009718839639572652
2 46 108 0.3804997955197069 0.009500204480293095
2 149 161 0.3802453347518085 0.009754665248191519
2 151 212 0.3887788640677524 0.0012211359322475968
2 153 168 0.383380744252555 0.006619255747445041
2 160 234 0.3830311685208474 0.006968831479152615
2 166 187 0.384676398842315 0.005323601157684987
2 172 190 0.3841043186166797 0.005895681383320306
3 5 96 0.38370832678461686 0.006291673215383153
3 6 110 0.3842458582620345 0.005754141737965512
3 23 43 0.38028116036042736 0.009718839639572652
3 46 108 0.3804997955197069 0.009500204480293095
3 93 248 0.3836247658260875 0.006375234173912503
3 149 161 0.3802453347518085 0.009754665248191519
3 151 212 0.3887788640677524 0.0012211359322475968
3 153 168 0.383380744252555 0.006619255747445041
3 160 234 0.3830311685208474 0.006968831479152615
3 166 187 0.384676398842315 0.005323601157684987
3 172 190 0.3841043186166797 0.005895681383320306
3 190 253 0.38571381888507617 0.004286181114923848
3 208 255 0.3839403898146728 0.006059610185327191
3 221 253 0.3846854093557598 0.005314590644240225
3 222 250 0.3855218349884606 0.0044781650115394145
4 1 79 0.3817451612072205 0.008254838792779495
4 6 110 0.38279757454263613 0.007202425457363881
4 7 35 0.38839222307499544 0.0016077769250045781
4 18 101 0.38957414725949485 4.2585274050516153E-4
4 23 43 0.38028116036042736 0.009718839639572652
4 25 85 0.38791885445408436 0.0020811455459156525
4 27 260 0.38606069504516116 0.0039393049548388515
4 46 108 0.3804997955197069 0.009500204480293095
4 48 107 0.3878847341011723 0.0021152658988277118
4 56 60 0.3820136132028087 0.007986386797191325
4 135 196 0.3829602919362325 0.007039708063767525
4 149 161 0.3826015390482876 0.007398460951712427
4 152 202 0.3842247782715101 0.005775221728489932
4 168 184 0.3899135854694676 8.641453053243042E-5
4 170 239 0.3840726440887298 0.0059273559112701935
4 188 205 0.3895839116205994 4.1608837940060317E-4
4 196 209 0.3868947908096975 0.0031052091903024936
4 205 238 0.3878913945949976 0.002108605405002406
4 221 253 0.3846854093557598 0.005314590644240225
5 1 79 0.38686647597598733 0.0031335240240126794
5 22 101 0.38691285671110315 0.0030871432888968653
5 23 43 0.38028116036042736 0.009718839639572652
