timeStep pedestrianId overlapPedestrianId distance overlaps
70 41 45 0.38067836322548554 0.009321636774514475
70 51 129 0.3831383543828559 0.006861645617144141
70 58 98 0.3897170593534075 2.8294064659251106E-4
70 83 142 0.3808605036284355 0.009139496371564526
70 88 103 0.37974903673943866 0.010250963260561352
70 107 142 0.3788056191389517 0.011194380861048292
71 51 129 0.3831383543828559 0.006861645617144141
71 54 99 0.38522499352055745 0.004775006479442567
71 58 98 0.38940217763356877 5.978223664312443E-4
71 83 142 0.3808605036284355 0.009139496371564526
71 94 98 0.384657509600451 0.005342490399549038
72 17 51 0.38345524392962677 0.006544756070373248
72 17 83 0.38725682942802875 0.002743170571971265
72 40 60 0.38198413556812527 0.008015864431874742
72 54 99 0.38522499352055745 0.004775006479442567
72 98 122 0.3842289330975087 0.005771066902491295
72 103 138 0.3878061486418961 0.0021938513581039043
72 127 148 0.38901302254931436 9.869774506856555E-4
72 130 144 0.38686356814864475 0.003136431851355259
73 17 51 0.385389616686071 0.00461038331392899
73 45 139 0.38585920314161304 0.004140796858386975
73 97 126 0.38924261473869476 7.573852613052545E-4
73 97 129 0.38492893552887375 0.005071064471126263
73 130 144 0.38686356814864475 0.003136431851355259
74 37 93 0.38154048070204266 0.008459519297957352
74 97 126 0.38924261473869476 7.573852613052545E-4
74 97 129 0.38492893552887375 0.005071064471126263
74 138 144 0.38254567878429646 0.007454321215703552
75 97 129 0.38492893552887375 0.005071064471126263
75 101 103 0.3789408381275732 0.011059161872426837
76 20 47 0.385440652506359 0.004559347493641008
76 93 127 0.3818540729897219 0.008145927010278109
76 95 138 0.38757247757799357 0.002427522422006445
76 97 129 0.38492893552887375 0.005071064471126263
76 122 130 0.38952495872626997 4.75041273730048E-4
77 37 98 0.3801902606558752 0.009809739344124824
77 95 144 0.3808276632635684 0.009172336736431641
77 97 138 0.38662654077369424 0.003373459226305775
77 138 144 0.38306315741760705 0.006936842582392966
78 10 113 0.38448674965035184 0.005513250349648169
78 11 101 0.38274983229764076 0.007250167702359256
78 16 45 0.3895931673954077 4.0683260459228876E-4
78 37 110 0.3852143334303894 0.004785666569610603
78 40 58 0.3820817663069088 0.007918233693091192
78 45 93 0.3832664140219192 0.006733585978080825
78 54 98 0.38678341059321497 0.003216589406785042
78 60 130 0.3869995015187657 0.0030004984812342927
78 84 143 0.3860251287596978 0.0039748712403022135
79 11 101 0.38274983229764076 0.007250167702359256
79 35 88 0.382556461548157 0.007443538451843035
79 37 110 0.3852143334303894 0.004785666569610603
79 54 60 0.3852968236743454 0.00470317632565459
79 62 88 0.38322666845156456 0.006773331548435457
80 11 60 0.3828867877734852 0.007113212226514787
80 20 148 0.3882391374273053 0.0017608625726946991
80 26 118 0.38214460736778383 0.007855392632216185
80 60 130 0.3875535994008684 0.002446400599131593
80 62 101 0.38639668372643443 0.003603316273565582
81 11 35 0.3795296186717682 0.010470381328231804
81 27 145 0.38448498715867613 0.005515012841323885
81 39 54 0.38229609383479934 0.007703906165200669
81 54 122 0.38992011198196325 7.98880180367667E-5
81 62 130 0.3896839419277096 3.1605807229040384E-4
81 118 125 0.3860902934329159 0.003909706567084115
81 125 143 0.38215511933737484 0.007844880662625175
82 16 44 0.3790569084450816 0.010943091554918405
82 16 110 0.37925794799377294 0.010742052006227076
82 24 44 0.3846619726846281 0.005338027315371918
82 35 130 0.38433142565302664 0.005668574346973376
82 37 110 0.38504086749311467 0.004959132506885344
82 39 54 0.38205322330408914 0.007946776695910873
82 41 47 0.38883857999312055 0.0011614200068794656
82 60 130 0.38292603072938547 0.007073969270614544
83 11 54 0.38724867567241333 0.0027513243275866794
83 16 44 0.3870981637117976 0.0029018362882023974
83 44 110 0.3868106922567801 0.0031893077432199046
83 45 49 0.3802317480165944 0.00976825198340564
83 54 99 0.38257875971887245 0.007421240281127561
84 20 45 0.38362557182963924 0.006374428170360769
84 40 122 0.3883150159755517 0.0016849840244483327
84 41 127 0.38767172189126686 0.0023282781087331506
84 44 110 0.3892444355125245 7.555644874754908E-4
84 46 48 0.3817031408937858 0.008296859106214194
84 54 60 0.3816149311320411 0.008385068867958922
85 27 45 0.38968593875121 3.1406124879002073E-4
85 37 99 0.37574745448561414 0.014252545514385873
85 41 127 0.38767172189126686 0.0023282781087331506
85 54 60 0.3816149311320411 0.008385068867958922
85 98 122 0.3821706174031959 0.007829382596804102
86 24 148 0.3847669929478705 0.005233007052129535
86 44 127 0.3841163848368659 0.005883615163134126
86 60 122 0.3797979708925754 0.010202029107424626
86 94 99 0.38300405664168763 0.006995943358312384
87 27 41 0.38352308058467993 0.0064769194153200815
87 44 127 0.38488372580337715 0.005116274196622861
87 94 99 0.38300405664168763 0.006995943358312384
87 145 148 0.3863116270207152 0.0036883729792848152
88 28 102 0.38757593717297145 0.0024240628270285614
88 45 58 0.38964976799524337 3.502320047566454E-4
88 84 113 0.3864362535119424 0.0035637464880576286
88 94 99 0.38300405664168763 0.006995943358312384
89 24 94 0.383327240543928 0.006672759456071986
89 28 102 0.3889266620229739 0.0010733379770261342
89 44 98 0.3877796280501745 0.002220371949825495
89 94 99 0.38300405664168763 0.006995943358312384
90 16 20 0.3873227326691615 0.0026772673308385064
90 20 129 0.3869283235726902 0.003071676427309822
90 27 41 0.3890735852073756 9.264147926243971E-4
90 48 91 0.3872286414976832 0.002771358502316801
91 16 129 0.3819458916590066 0.008054108340993404
91 20 129 0.3869283235726902 0.003071676427309822
91 47 145 0.3870710470560924 0.0029289529439076034
91 49 50 0.3844985815398464 0.005501418460153618
91 125 139 0.3813343708158293 0.008665629184170687
92 16 129 0.3832177797880133 0.006782220211986711
92 20 24 0.3896901970361058 3.0980296389421236E-4
92 45 50 0.37836280621723545 0.011637193782764566
92 49 58 0.3851947940838945 0.004805205916105504
92 56 84 0.38452849397583566 0.005471506024164352
92 127 145 0.3823591081249899 0.007640891875010103
92 145 148 0.37941037411036005 0.010589625889639964
93 10 47 0.3868941100781507 0.003105889921849292
93 14 132 0.38901355684448874 9.86443155511274E-4
93 16 129 0.3832177797880133 0.006782220211986711
93 20 145 0.38677812071245093 0.0032218792875490787
93 47 127 0.3855566179781511 0.004443382021848907
93 47 148 0.3859040036160059 0.004095996383994105
93 50 129 0.3852231119289455 0.00477688807105453
93 102 118 0.387787231968289 0.002212768031710999
93 125 139 0.3877192430640516 0.0022807569359484248
94 14 132 0.3808683960755534 0.009131603924446619
94 16 47 0.3845181530123033 0.005481846987696715
94 27 84 0.38772967393002533 0.002270326069974682
94 41 93 0.38443794726831226 0.00556205273168775
94 50 129 0.3852231119289455 0.00477688807105453
94 61 92 0.381408671959126 0.008591328040874036
94 93 127 0.3855431280352454 0.004456871964754638
94 118 143 0.38107196066280385 0.008928039337196159
95 27 113 0.38100342690863603 0.00899657309136398
95 41 127 0.38908040458664594 9.195954133540685E-4
95 48 136 0.38814992859421293 0.0018500714057870793
95 49 129 0.38807794977722293 0.001922050222777083
95 50 129 0.3800439546362971 0.009956045363702926
95 119 147 0.3838207278260146 0.006179272173985395
96 2 118 0.38688309426186607 0.003116905738133946
96 21 56 0.3784607412663381 0.011539258733661906
96 49 129 0.38807794977722293 0.001922050222777083
96 50 129 0.3800439546362971 0.009956045363702926
96 96 116 0.38911452583709694 8.854741629030771E-4
96 118 139 0.3875592482591204 0.0024407517408795987
97 2 139 0.38193528142242406 0.008064718577575958
97 28 90 0.38593871246228695 0.004061287537713065
97 41 50 0.37936080260881727 0.010639197391182742
97 46 132 0.3816727534374957 0.008327246562504331
97 48 136 0.3832759049673578 0.006724095032642208
97 49 129 0.38807794977722293 0.001922050222777083
97 56 58 0.3830890748973975 0.006910925102602494
97 91 136 0.3895736056806675 4.263943193325015E-4
98 14 26 0.3892057418090688 7.942581909312074E-4
98 41 93 0.384501167332337 0.0054988326676629895
98 45 125 0.388408424297736 0.0015915757022640364
98 49 56 0.38251247667625504 0.007487523323744971
98 49 129 0.3824766683575176 0.007523331642482423
98 50 84 0.3795911003613254 0.01040889963867464
98 127 139 0.3834941354553058 0.0065058645446942065
99 14 132 0.38721231992634914 0.0027876800736508778
99 28 102 0.3800297470422474 0.009970252957752612
99 45 127 0.3890992665060051 9.007334939948874E-4
99 49 56 0.38645577675500825 0.003544223244991762
99 58 143 0.38317428718972024 0.0068257128102797715
99 77 112 0.3808133670997483 0.009186632900251734
99 127 139 0.3834941354553058 0.0065058645446942065
100 2 14 0.386593007082543 0.003406992917456997
100 26 58 0.3816381654113739 0.008361834588626105
100 28 102 0.3800297470422474 0.009970252957752612
100 45 127 0.3890992665060051 9.007334939948874E-4
100 49 125 0.38185628206054006 0.008143717939459949
100 70 115 0.3884542747469656 0.0015457252530344245
100 127 139 0.3834941354553058 0.0065058645446942065
101 2 14 0.381188229620779 0.00881177037922104
101 2 139 0.38170593254244356 0.008294067457556453
101 13 19 0.3811393455188066 0.008860654481193386
101 21 26 0.3841010501741307 0.005898949825869304
101 28 102 0.3800297470422474 0.009970252957752612
101 45 127 0.3890992665060051 9.007334939948874E-4
101 70 136 0.3824246151549331 0.007575384845066924
101 127 139 0.38229766377941504 0.007702336220584971
102 13 19 0.38859405730852636 0.0014059426914736495
102 58 143 0.38309965712661986 0.00690034287338015
102 127 139 0.38229766377941504 0.007702336220584971
103 26 143 0.38036998029027247 0.009630019709727544
103 70 140 0.3848575666044216 0.005142433395578405
103 127 143 0.3828601812294917 0.007139818770508288
104 21 132 0.38348838975246846 0.006511610247531552
104 118 132 0.3855012794182625 0.004498720581737503
104 119 141 0.3784253924776727 0.011574607522327307
104 127 143 0.3828601812294917 0.007139818770508288
105 2 143 0.38374549792288876 0.006254502077111257
105 14 99 0.3873375764202611 0.002662423579738893
105 21 132 0.38348838975246846 0.006511610247531552
105 46 136 0.3848931164583617 0.005106883541638296
105 55 63 0.38357381442169214 0.006426185578307875
105 99 127 0.3824309419951794 0.007569058004820606
105 141 147 0.3892481163431468 7.518836568531917E-4
106 14 99 0.3873375764202611 0.002662423579738893
106 46 136 0.3835616064006748 0.006438393599325187
106 90 140 0.3813924034055178 0.008607596594482236
106 127 143 0.3868271939114439 0.003172806088556135
107 14 91 0.38761818664336445 0.002381813356635565
107 70 139 0.3899238825191073 7.61174808927012E-5
107 90 140 0.38933358387580924 6.664161241907718E-4
107 109 141 0.3827408433351005 0.007259156664899513
108 13 112 0.3851456047655499 0.004854395234450137
108 61 147 0.3853167642050689 0.004683235794931129
108 90 120 0.3861273394917154 0.003872660508284609
108 96 109 0.386857238342628 0.0031427616573720396
109 13 112 0.3851456047655499 0.004854395234450137
109 19 109 0.38851543218367124 0.0014845678163287745
109 21 129 0.37991511499753 0.010084885002470012
109 70 139 0.38908941416121445 9.105858387855603E-4
109 90 120 0.38660426283520266 0.003395737164797352
109 91 102 0.3889414832549369 0.0010585167450631316
109 115 147 0.38133912936634723 0.008660870633652784
110 21 102 0.3876666793805231 0.0023333206194768863
110 28 70 0.3837606453957366 0.006239354604263392
110 28 139 0.38450340039387637 0.005496599606123642
110 28 140 0.3880825695805123 0.00191743041948772
110 96 109 0.3871166083958385 0.0028833916041615115
111 28 139 0.38450340039387637 0.005496599606123642
111 31 119 0.38146310569960806 0.00853689430039195
111 96 109 0.3850142720738611 0.004985727926138939
111 109 112 0.3893846649308103 6.153350691897042E-4
111 112 120 0.38287959659888043 0.007120403401119579
112 21 89 0.388397487822754 0.001602512177245996
112 31 119 0.38146310569960806 0.00853689430039195
112 38 48 0.3808546016173807 0.009145398382619296
112 72 89 0.3862362288373807 0.0037637711626193338
112 99 139 0.3873449612008053 0.002655038799194709
112 139 140 0.3842315476992556 0.005768452300744409
113 12 59 0.3829304663228339 0.007069533677166118
113 31 71 0.3850373220159281 0.004962677984071906
113 38 48 0.38655019357403614 0.003449806425963875
113 48 90 0.3845418300336777 0.005458169966322313
113 89 139 0.38068163335975985 0.009318366640240161
114 22 131 0.38274929414382575 0.0072507058561742666
114 28 48 0.38270973656975305 0.007290263430246968
114 38 120 0.3883224150441653 0.001677584955834699
114 77 109 0.3807937025842096 0.009206297415790432
114 109 112 0.38627462949572977 0.0037253705042702423
115 13 77 0.387891095083437 0.0021089049165630147
115 28 38 0.38946060444299213 5.393955570078823E-4
115 72 120 0.38542562144876086 0.0045743785512391555
115 77 109 0.3807937025842096 0.009206297415790432
115 115 147 0.38274868826090364 0.007251311739096378
116 13 77 0.387891095083437 0.0021089049165630147
116 31 85 0.38883565448630186 0.0011643455136981506
116 77 109 0.3807937025842096 0.009206297415790432
116 90 99 0.38433558592011957 0.005664414079880442
116 115 147 0.38274868826090364 0.007251311739096378
117 13 77 0.38306592946314544 0.006934070536854575
117 19 109 0.38387604522686875 0.006123954773131268
117 55 85 0.3807016967804126 0.009298303219587412
117 109 112 0.38849989156112164 0.001500108438878378
118 5 31 0.3884088781010801 0.0015911218989199116
118 13 77 0.38306592946314544 0.006934070536854575
118 119 131 0.38438818829948124 0.005611811700518776
119 48 109 0.3842755957595364 0.00572440424046361
119 119 131 0.38438818829948124 0.005611811700518776
121 13 21 0.38250564709601176 0.007494352903988255
121 13 147 0.3870296286659687 0.00297037133403133
121 72 96 0.38049774854657503 0.009502251453424981
122 13 21 0.38676629670482854 0.003233703295171475
122 22 108 0.387632329091995 0.002367670908004993
123 1 4 0.38843373945090487 0.0015662605490951442
123 5 21 0.3820355670640554 0.007964432935944621
123 13 96 0.38107866362576537 0.008921336374234645
124 5 21 0.3820355670640554 0.007964432935944621
125 5 21 0.3820355670640554 0.007964432935944621
125 31 61 0.38579401601047003 0.004205983989529982
126 5 21 0.3820355670640554 0.007964432935944621
126 21 112 0.38443469812315423 0.005565301876845785
126 31 71 0.38996976112163306 3.0238878366950495E-5
126 61 92 0.38381536594648297 0.006184634053517046
126 112 147 0.38593523034414345 0.004064769655856559
127 61 129 0.38279427643217867 0.007205723567821343
128 31 71 0.3855898779161307 0.004410122083869317
128 55 116 0.3897830072922535 2.1699270774649948E-4
129 112 141 0.3869563610158018 0.003043638984198238
130 1 32 0.3820541806751968 0.007945819324803205
131 5 141 0.37944533005269804 0.010554669947301976
131 31 71 0.38107985200986794 0.008920147990132077
133 22 31 0.3864411923582579 0.003558807641742101
134 1 4 0.3881806002942643 0.0018193997057356914
134 4 115 0.38238616683180565 0.007613833168194362
134 53 116 0.38599414514195424 0.0040058548580457765
137 55 129 0.38229944428966256 0.007700555710337453
139 1 131 0.38254485840674557 0.007455141593254444
140 1 92 0.3763083688557297 0.0136916311442703
141 53 131 0.3801659484975406 0.009834051502459418
141 92 131 0.38139560587310434 0.008604394126895676
142 53 92 0.38384997417063316 0.006150025829366856
143 4 59 0.3858795407747245 0.004120459225275486
143 4 99 0.3842409788011979 0.005759021198802117
144 4 99 0.3842409788011979 0.005759021198802117
146 63 99 0.3861322713099475 0.00386772869005253
147 63 99 0.3861322713099475 0.00386772869005253
148 63 116 0.3844959928770771 0.005504007122922927
148 67 99 0.385551369953423 0.004448630046577029
149 63 116 0.3879908512297845 0.0020091487702155186
151 63 67 0.3811996380723639 0.008800361927636113
